net,length_um
_16330_,7.48
_16397_,7.48
_16872_,7.48
_22115_,7.48
_23869_,7.48
net537,7.48
_00696_,7.47
_05033_,7.47
_11585_,7.47
_04305_,7.46
_04549_,7.46
_05307_,7.46
_05847_,7.46
_09726_,7.46
_10027_,7.46
_11008_,7.46
_11063_,7.46
_11546_,7.46
_15806_,7.46
_16997_,7.46
_17342_,7.46
_21943_,7.46
_23065_,7.46
_18442_,7.455
_00035_,7.445
_00318_,7.44
_00593_,7.44
_00819_,7.44
_02248_,7.44
_02392_,7.44
_02411_,7.44
_02683_,7.44
_03873_,7.44
_07328_,7.44
_07962_,7.44
_08048_,7.44
_08937_,7.44
_09074_,7.44
_11288_,7.44
_13522_,7.44
_15251_,7.44
_15485_,7.44
_15509_,7.44
_15567_,7.44
_15816_,7.44
_16274_,7.44
_16700_,7.44
_16731_,7.44
_16991_,7.44
_17107_,7.44
_18887_,7.44
_20229_,7.44
_20364_,7.44
_22625_,7.44
_23819_,7.44
_24107_,7.44
_25243_,7.44
net254,7.44
_14061_,7.435
_04501_,7.42
_05707_,7.42
_07011_,7.42
_07998_,7.42
_08325_,7.42
_10681_,7.42
_13835_,7.42
_15510_,7.42
_16267_,7.42
_19014_,7.42
_19740_,7.42
_19979_,7.42
_25140_,7.42
_00710_,7.4
_01981_,7.4
_04568_,7.4
_04653_,7.4
_05979_,7.4
_08375_,7.4
_08432_,7.4
_08869_,7.4
_08939_,7.4
_09438_,7.4
_10899_,7.4
_11260_,7.4
_14395_,7.4
_15676_,7.4
_16577_,7.4
_17827_,7.4
_19269_,7.4
_19318_,7.4
_20906_,7.4
_21328_,7.4
_21972_,7.4
_23314_,7.4
_25239_,7.4
_25394_,7.4
net1050,7.385
_02943_,7.38
_06444_,7.38
_21751_,7.38
_24316_,7.38
_07138_,7.36
_08638_,7.355
data_in[11],7.35
data_in[15],7.35
data_in[1],7.35
_01245_,7.34
_03928_,7.34
_06493_,7.34
_10081_,7.34
_13441_,7.34
_15699_,7.34
_21847_,7.34
_25181_,7.34
_25349_,7.34
_21650_,7.335
_13697_,7.33
_01005_,7.32
_02394_,7.32
_04285_,7.32
_04392_,7.32
_05782_,7.32
_08517_,7.32
_09169_,7.32
_10495_,7.32
_10755_,7.32
_10917_,7.32
_11479_,7.32
_11884_,7.32
_13417_,7.32
_14165_,7.32
_14203_,7.32
_14747_,7.32
_15493_,7.32
_15856_,7.32
_16099_,7.32
_16558_,7.32
_17108_,7.32
_17280_,7.32
_17510_,7.32
_17617_,7.32
_19169_,7.32
_19434_,7.32
_19622_,7.32
_19689_,7.32
_19931_,7.32
_20535_,7.32
_20956_,7.32
_23311_,7.32
_23527_,7.32
_24182_,7.32
_24837_,7.32
_25294_,7.32
_25317_,7.32
_11120_,7.31
_00323_,7.3
_01916_,7.3
_02807_,7.3
_05511_,7.3
_07789_,7.3
_08443_,7.3
_12046_,7.3
_19712_,7.3
_20049_,7.3
_21198_,7.3
_21813_,7.3
_24459_,7.295
_03008_,7.28
_05539_,7.28
_07034_,7.28
_08927_,7.28
_17467_,7.28
_20611_,7.28
_21352_,7.28
_22233_,7.28
_22379_,7.28
_23734_,7.28
_09029_,7.26
_02671_,7.25
_05777_,7.25
_01540_,7.24
_02162_,7.24
_06535_,7.24
_08423_,7.24
_09992_,7.24
_11934_,7.24
_13554_,7.24
_15180_,7.24
_16688_,7.24
_17392_,7.24
_19688_,7.24
_21338_,7.24
_21510_,7.24
_21641_,7.24
_21760_,7.24
_24032_,7.24
net554,7.24
_04196_,7.235
_00680_,7.22
_00986_,7.22
_01531_,7.22
_02606_,7.22
_03332_,7.22
_04830_,7.22
_04926_,7.22
_05715_,7.22
_06059_,7.22
_06409_,7.22
_07559_,7.22
_12848_,7.22
_13807_,7.22
_14806_,7.22
_15245_,7.22
_15546_,7.22
_16505_,7.22
_16739_,7.22
_17464_,7.22
_18697_,7.22
_18796_,7.22
_19314_,7.22
_19724_,7.22
_21014_,7.22
_21326_,7.22
_23485_,7.22
_24564_,7.22
_24614_,7.22
_24866_,7.22
_24989_,7.22
_25057_,7.22
_25122_,7.22
_25436_,7.22
net725,7.22
_00236_,7.21
_00674_,7.2
_01707_,7.2
_02315_,7.2
_04199_,7.2
_04737_,7.2
_05268_,7.2
_05486_,7.2
_07148_,7.2
_08022_,7.2
_08576_,7.2
_09516_,7.2
_10021_,7.2
_10583_,7.2
_10831_,7.2
_11033_,7.2
_11282_,7.2
_12547_,7.2
_13541_,7.2
_16441_,7.2
_19739_,7.2
_20430_,7.2
_20829_,7.2
_22630_,7.2
_23209_,7.2
_23274_,7.2
_25233_,7.2
_25348_,7.2
net217,7.2
_16421_,7.195
_17063_,7.19
_03270_,7.18
_03593_,7.18
_04147_,7.18
_04697_,7.18
_05555_,7.18
_06357_,7.18
_06379_,7.18
_06902_,7.18
_07640_,7.18
_07987_,7.18
_08072_,7.18
_08590_,7.18
_08610_,7.18
_08844_,7.18
_09033_,7.18
_09790_,7.18
_09857_,7.18
_10344_,7.18
_10680_,7.18
_11713_,7.18
_12518_,7.18
_12847_,7.18
_13144_,7.18
_14595_,7.18
_15639_,7.18
_15727_,7.18
_16016_,7.18
_17545_,7.18
_18397_,7.18
_18699_,7.18
_19700_,7.18
_21548_,7.18
_21772_,7.18
_22120_,7.18
_22422_,7.18
_22449_,7.18
_22921_,7.18
_23055_,7.18
_23166_,7.18
_23199_,7.18
_12047_,7.17
_05894_,7.16
_06894_,7.16
_09741_,7.16
_11090_,7.16
_11508_,7.16
_12396_,7.16
_17399_,7.16
_19675_,7.16
_20776_,7.16
net1012,7.145
_10286_,7.14
_11696_,7.14
_14435_,7.14
_15529_,7.14
_15897_,7.14
_19499_,7.14
_20196_,7.14
_24770_,7.14
_11377_,7.13
_22210_,7.13
_00103_,7.12
_01764_,7.12
_02231_,7.12
_02698_,7.12
_05470_,7.12
_07959_,7.12
_11198_,7.12
_11473_,7.12
_15714_,7.12
_17502_,7.12
_18900_,7.12
_24667_,7.12
_06676_,7.115
_17736_,7.105
_00188_,7.1
_00197_,7.1
_00516_,7.1
_00907_,7.1
_01495_,7.1
_02512_,7.1
_02617_,7.1
_02938_,7.1
_03228_,7.1
_03253_,7.1
_03647_,7.1
_03842_,7.1
_04861_,7.1
_05527_,7.1
_05702_,7.1
_06004_,7.1
_06421_,7.1
_06631_,7.1
_06734_,7.1
_07161_,7.1
_07263_,7.1
_08116_,7.1
_08747_,7.1
_08922_,7.1
_09059_,7.1
_09949_,7.1
_10121_,7.1
_10301_,7.1
_10748_,7.1
_11136_,7.1
_11143_,7.1
_11590_,7.1
_12352_,7.1
_13743_,7.1
_13923_,7.1
_14009_,7.1
_14103_,7.1
_14335_,7.1
_14596_,7.1
_14701_,7.1
_15228_,7.1
_16539_,7.1
_16794_,7.1
_17609_,7.1
_17820_,7.1
_18692_,7.1
_19141_,7.1
_19163_,7.1
_19540_,7.1
_20660_,7.1
_20821_,7.1
_21072_,7.1
_21912_,7.1
_22262_,7.1
_23702_,7.1
_24430_,7.1
_24923_,7.1
_24995_,7.1
_25153_,7.1
_25333_,7.1
_00676_,7.08
_01268_,7.08
_01800_,7.08
_02251_,7.08
_04562_,7.08
_07299_,7.08
_11112_,7.08
_15208_,7.08
_16427_,7.08
_17842_,7.08
_25036_,7.08
_21024_,7.075
_02152_,7.07
_01375_,7.06
_01478_,7.06
_01536_,7.06
_03470_,7.06
_04191_,7.06
_04804_,7.06
_04977_,7.06
_05719_,7.06
_05829_,7.06
_05953_,7.06
_05958_,7.06
_06173_,7.06
_06478_,7.06
_06721_,7.06
_07095_,7.06
_07174_,7.06
_07567_,7.06
_07997_,7.06
_08061_,7.06
_09177_,7.06
_10585_,7.06
_12101_,7.06
_12300_,7.06
_12504_,7.06
_12562_,7.06
_12686_,7.06
_13505_,7.06
_14193_,7.06
_14214_,7.06
_15256_,7.06
_15859_,7.06
_17006_,7.06
_17088_,7.06
_17341_,7.06
_17784_,7.06
_17793_,7.06
_18440_,7.06
_19107_,7.06
_19306_,7.06
_19879_,7.06
_20415_,7.06
_21165_,7.06
_21870_,7.06
_23543_,7.06
_24181_,7.06
_25435_,7.06
_02380_,7.04
_07313_,7.04
_12279_,7.04
_12795_,7.04
_14620_,7.04
_15936_,7.04
net159,7.04
_20523_,7.02
_13658_,7.01
_17596_,7.01
_05506_,7
_05632_,7
_08440_,7
_08838_,7
_08912_,7
_09685_,7
_10029_,7
_13137_,7
_13988_,7
_14963_,7
_15019_,7
_17186_,7
_18738_,7
_20752_,7
_20783_,7
_23258_,7
net198,7
_01002_,6.98
_01135_,6.98
_02945_,6.98
_05034_,6.98
_05269_,6.98
_05695_,6.98
_05797_,6.98
_07170_,6.98
_09072_,6.98
_09099_,6.98
_09163_,6.98
_09792_,6.98
_09977_,6.98
_10462_,6.98
_10795_,6.98
_11240_,6.98
_13907_,6.98
_14461_,6.98
_14549_,6.98
_14825_,6.98
_15264_,6.98
_15825_,6.98
_17132_,6.98
_17500_,6.98
_17659_,6.98
_18050_,6.98
_19268_,6.98
_19816_,6.98
_19901_,6.98
_20333_,6.98
_20620_,6.98
_21879_,6.98
_22251_,6.98
_22390_,6.98
_22577_,6.98
_22779_,6.98
_22837_,6.98
_22855_,6.98
_23281_,6.98
_23489_,6.98
_24798_,6.98
_24867_,6.98
_25391_,6.98
_17152_,6.97
_00027_,6.96
_00482_,6.96
_01086_,6.96
_03231_,6.96
_04236_,6.96
_08125_,6.96
_08258_,6.96
_13130_,6.96
_14555_,6.96
_22056_,6.96
_22628_,6.96
net134,6.96
net1095,6.96
_24699_,6.955
_00262_,6.94
_01808_,6.94
_02074_,6.94
_05855_,6.94
_07219_,6.94
_07468_,6.94
_07749_,6.94
_10142_,6.94
_10169_,6.94
_10710_,6.94
_10823_,6.94
_12980_,6.94
_13732_,6.94
_18070_,6.94
_18892_,6.94
_19657_,6.94
_19732_,6.94
_19785_,6.94
_20627_,6.94
_21332_,6.94
_23133_,6.94
_23171_,6.94
_23965_,6.94
_15559_,6.935
net1070,6.925
_00732_,6.92
_04484_,6.92
_13001_,6.92
_20836_,6.92
_07762_,6.9
_15710_,6.9
net1101,6.885
_02949_,6.88
_03958_,6.88
_04175_,6.88
_04229_,6.88
_04929_,6.88
_14946_,6.88
_15326_,6.88
_16607_,6.88
_24768_,6.88
_25328_,6.88
_00336_,6.86
_01746_,6.86
_04418_,6.86
_04696_,6.86
_05384_,6.86
_06709_,6.86
_06840_,6.86
_07321_,6.86
_08900_,6.86
_09723_,6.86
_09736_,6.86
_10331_,6.86
_11315_,6.86
_11378_,6.86
_11712_,6.86
_12648_,6.86
_13023_,6.86
_13532_,6.86
_13789_,6.86
_14979_,6.86
_15140_,6.86
_15790_,6.86
_17037_,6.86
_17779_,6.86
_20626_,6.86
_20848_,6.86
_21129_,6.86
_21624_,6.86
_22522_,6.86
_23877_,6.86
_24452_,6.86
_25360_,6.86
_04663_,6.85
_00153_,6.84
_00746_,6.84
_00767_,6.84
_03487_,6.84
_06938_,6.84
_09656_,6.84
_13184_,6.84
_18710_,6.84
_23330_,6.84
_08441_,6.835
_11327_,6.835
_01434_,6.82
_02426_,6.82
_03335_,6.82
_04350_,6.82
_06358_,6.82
_07130_,6.82
_08563_,6.82
_10012_,6.82
_10230_,6.82
_12445_,6.82
_12628_,6.82
_13855_,6.82
_14330_,6.82
_15042_,6.82
_15434_,6.82
_18269_,6.82
_21260_,6.82
_23202_,6.82
_25298_,6.82
_08485_,6.805
_03377_,6.8
_01050_,6.78
_02079_,6.78
_02218_,6.78
_04853_,6.78
_06100_,6.78
_08506_,6.78
_13668_,6.78
_14046_,6.78
_17183_,6.78
_18264_,6.78
_18682_,6.78
_19760_,6.78
_23094_,6.78
_24432_,6.78
_22796_,6.775
_20381_,6.77
data_in[14],6.77
data_in[4],6.77
net777,6.765
_01124_,6.76
_02533_,6.76
_02650_,6.76
_03859_,6.76
_03980_,6.76
_05541_,6.76
_05810_,6.76
_05913_,6.76
_06483_,6.76
_06747_,6.76
_07684_,6.76
_08255_,6.76
_08392_,6.76
_08478_,6.76
_08822_,6.76
_09100_,6.76
_09986_,6.76
_10228_,6.76
_10925_,6.76
_11514_,6.76
_11549_,6.76
_12430_,6.76
_13485_,6.76
_13557_,6.76
_14001_,6.76
_14183_,6.76
_14933_,6.76
_14993_,6.76
_15372_,6.76
_15784_,6.76
_15788_,6.76
_16918_,6.76
_18060_,6.76
_18086_,6.76
_18217_,6.76
_19381_,6.76
_20265_,6.76
_20608_,6.76
_21106_,6.76
_21343_,6.76
_21667_,6.76
_22293_,6.76
_23525_,6.76
_23616_,6.76
_23890_,6.76
_24728_,6.76
_25016_,6.76
_25117_,6.76
_25434_,6.76
_22459_,6.755
_01074_,6.74
_02374_,6.74
_02942_,6.74
_03431_,6.74
_03797_,6.74
_03973_,6.74
_06155_,6.74
_07220_,6.74
_08720_,6.74
_09198_,6.74
_12231_,6.74
_12455_,6.74
_12775_,6.74
_12797_,6.74
_12827_,6.74
_13172_,6.74
_14686_,6.74
_15613_,6.74
_15663_,6.74
_16211_,6.74
_16213_,6.74
_17474_,6.74
_19903_,6.74
_20151_,6.74
_20637_,6.74
_20707_,6.74
_20719_,6.74
_20777_,6.74
_22036_,6.74
_22510_,6.74
_23359_,6.74
_24189_,6.74
_24357_,6.74
net479,6.74
_21057_,6.735
_05465_,6.73
_14431_,6.73
_00155_,6.72
_00376_,6.72
_01065_,6.72
_01162_,6.72
_01180_,6.72
_02401_,6.72
_03578_,6.72
_04426_,6.72
_04689_,6.72
_05009_,6.72
_05066_,6.72
_05395_,6.72
_06481_,6.72
_07068_,6.72
_07279_,6.72
_07503_,6.72
_07677_,6.72
_07973_,6.72
_10056_,6.72
_10088_,6.72
_10269_,6.72
_10376_,6.72
_10927_,6.72
_11111_,6.72
_11926_,6.72
_12536_,6.72
_13030_,6.72
_13589_,6.72
_15846_,6.72
_16357_,6.72
_17875_,6.72
_19126_,6.72
_20095_,6.72
_20164_,6.72
_20957_,6.72
_21041_,6.72
_21553_,6.72
_21694_,6.72
_22547_,6.72
_22920_,6.72
_23756_,6.72
_24266_,6.72
_04837_,6.7
_00023_,6.685
_20427_,6.685
net741,6.685
_01775_,6.66
_02250_,6.66
_03643_,6.66
_05737_,6.66
_05849_,6.66
_06090_,6.66
_06385_,6.66
_07618_,6.66
_08229_,6.66
_09407_,6.66
_12235_,6.66
_12411_,6.66
_13090_,6.66
_13578_,6.66
_13873_,6.66
_15186_,6.66
_15735_,6.66
_17638_,6.66
_19431_,6.66
_19684_,6.66
_24983_,6.66
_22179_,6.65
_24902_,6.65
_00107_,6.64
_00371_,6.64
_00988_,6.64
_01405_,6.64
_01428_,6.64
_01430_,6.64
_01676_,6.64
_01701_,6.64
_02185_,6.64
_02216_,6.64
_02685_,6.64
_03927_,6.64
_05436_,6.64
_05518_,6.64
_06763_,6.64
_07168_,6.64
_08433_,6.64
_08445_,6.64
_08633_,6.64
_08972_,6.64
_09629_,6.64
_09634_,6.64
_10699_,6.64
_10857_,6.64
_10922_,6.64
_11597_,6.64
_12281_,6.64
_12346_,6.64
_14020_,6.64
_14402_,6.64
_14849_,6.64
_14873_,6.64
_15430_,6.64
_15453_,6.64
_16412_,6.64
_16444_,6.64
_16944_,6.64
_17179_,6.64
_17456_,6.64
_17761_,6.64
_17771_,6.64
_18605_,6.64
_19153_,6.64
_19942_,6.64
_20097_,6.64
_20723_,6.64
_20764_,6.64
_20864_,6.64
_21533_,6.64
_21672_,6.64
_23223_,6.64
_24053_,6.64
_24462_,6.64
_24585_,6.64
_24862_,6.64
net861,6.635
_01069_,6.62
_02754_,6.62
_10116_,6.62
_10179_,6.62
_11983_,6.62
_12443_,6.62
_13054_,6.62
_15059_,6.62
_16834_,6.62
_19022_,6.62
_22258_,6.62
_23222_,6.62
_24240_,6.62
_24090_,6.615
_11740_,6.61
net762,6.605
_00145_,6.6
_00588_,6.6
_01759_,6.6
_01862_,6.6
_02240_,6.6
_02477_,6.6
_02748_,6.6
_03445_,6.6
_03524_,6.6
_04184_,6.6
_04251_,6.6
_04810_,6.6
_05473_,6.6
_05498_,6.6
_05733_,6.6
_06058_,6.6
_06274_,6.6
_06980_,6.6
_08173_,6.6
_08808_,6.6
_09506_,6.6
_10984_,6.6
_11229_,6.6
_11265_,6.6
_13089_,6.6
_14037_,6.6
_14643_,6.6
_15782_,6.6
_16112_,6.6
_16617_,6.6
_16768_,6.6
_17038_,6.6
_17131_,6.6
_19511_,6.6
_19515_,6.6
_20704_,6.6
_23126_,6.6
_24674_,6.6
_24870_,6.6
_08092_,6.58
_13852_,6.58
_18165_,6.58
_25052_,6.58
_02352_,6.57
_03093_,6.57
_09384_,6.57
_12059_,6.57
_05955_,6.55
_00031_,6.54
_00205_,6.54
_02778_,6.54
_06530_,6.54
_08400_,6.54
_09587_,6.54
_11495_,6.54
_12407_,6.54
_14366_,6.54
_15380_,6.54
_16611_,6.54
_19571_,6.54
_20734_,6.54
_21291_,6.54
net459,6.54
net878,6.54
_19594_,6.535
_11321_,6.53
_00738_,6.52
_01468_,6.52
_02695_,6.52
_03760_,6.52
_05044_,6.52
_06544_,6.52
_07006_,6.52
_09984_,6.52
_10449_,6.52
_10668_,6.52
_11078_,6.52
_11709_,6.52
_11741_,6.52
_11750_,6.52
_12093_,6.52
_12178_,6.52
_13047_,6.52
_13507_,6.52
_13526_,6.52
_15477_,6.52
_16381_,6.52
_17615_,6.52
_18461_,6.52
_20148_,6.52
_20208_,6.52
_20638_,6.52
_20949_,6.52
_22267_,6.52
_22438_,6.52
_22508_,6.52
_23131_,6.52
_23338_,6.52
_25071_,6.52
_25127_,6.52
_01785_,6.515
_24973_,6.515
_15330_,6.51
_00555_,6.5
_01681_,6.5
_02703_,6.5
_03279_,6.5
_03339_,6.5
_03653_,6.5
_06850_,6.5
_13529_,6.5
_19765_,6.5
_21232_,6.5
_21662_,6.5
_21723_,6.5
_22050_,6.5
_23224_,6.5
_25055_,6.5
net508,6.5
_09066_,6.49
_00783_,6.48
_02309_,6.48
_03543_,6.48
_06026_,6.48
_06823_,6.48
_07794_,6.48
_09430_,6.48
_12707_,6.48
_13890_,6.48
_18117_,6.48
_21184_,6.48
_22301_,6.48
_24539_,6.48
_10577_,6.46
_11415_,6.46
_11880_,6.46
_17344_,6.45
_23062_,6.45
_20792_,6.44
_22011_,6.44
_23333_,6.44
data_in[13],6.43
data_in[3],6.43
data_in[5],6.43
data_in[7],6.43
data_in[9],6.43
_03925_,6.42
_08147_,6.42
_09145_,6.42
_12360_,6.42
_13131_,6.42
_21385_,6.42
_23750_,6.42
net240,6.42
_00529_,6.4
_00637_,6.4
_01173_,6.4
_02351_,6.4
_02614_,6.4
_02885_,6.4
_03717_,6.4
_03782_,6.4
_05983_,6.4
_07422_,6.4
_07528_,6.4
_07646_,6.4
_08647_,6.4
_08948_,6.4
_09502_,6.4
_11223_,6.4
_11250_,6.4
_14326_,6.4
_15486_,6.4
_16634_,6.4
_18152_,6.4
_19531_,6.4
_19976_,6.4
_20921_,6.4
_21743_,6.4
_24011_,6.4
_24765_,6.4
_24909_,6.4
_00146_,6.38
_01717_,6.38
_03943_,6.38
_08296_,6.38
_10123_,6.38
_12187_,6.38
_13587_,6.38
_14625_,6.38
_17194_,6.38
_23253_,6.38
_24757_,6.38
_13206_,6.37
net945,6.365
_00398_,6.36
_02828_,6.36
_08370_,6.36
_10901_,6.36
_11621_,6.36
_12413_,6.36
_14875_,6.36
_20598_,6.36
_21530_,6.36
_21560_,6.36
_23530_,6.36
net909,6.345
_15535_,6.33
_19476_,6.33
_00951_,6.32
_03673_,6.32
_05974_,6.32
_08466_,6.32
_09669_,6.32
_11360_,6.32
_12054_,6.32
_14034_,6.32
_15947_,6.32
_16201_,6.32
_16326_,6.32
_16806_,6.32
_17551_,6.32
_18121_,6.32
_16472_,6.31
_00263_,6.3
_00597_,6.3
_01021_,6.3
_01774_,6.3
_02090_,6.3
_03073_,6.3
_03375_,6.3
_03475_,6.3
_03665_,6.3
_03773_,6.3
_04007_,6.3
_04139_,6.3
_05047_,6.3
_05513_,6.3
_06742_,6.3
_07029_,6.3
_07377_,6.3
_07585_,6.3
_09495_,6.3
_09835_,6.3
_10073_,6.3
_10574_,6.3
_10707_,6.3
_10750_,6.3
_12274_,6.3
_13158_,6.3
_13170_,6.3
_13250_,6.3
_13720_,6.3
_14111_,6.3
_14524_,6.3
_14692_,6.3
_16012_,6.3
_16636_,6.3
_17602_,6.3
_17614_,6.3
_17703_,6.3
_18866_,6.3
_19133_,6.3
_19427_,6.3
_19966_,6.3
_21008_,6.3
_22086_,6.3
_23861_,6.3
_24794_,6.3
net472,6.3
_05624_,6.29
_03081_,6.285
net992,6.285
_00984_,6.28
_03972_,6.28
_05050_,6.28
_05385_,6.28
_06024_,6.28
_09525_,6.28
_09866_,6.28
_11267_,6.28
_11617_,6.28
_12569_,6.28
_13230_,6.28
_14714_,6.28
_16210_,6.28
_16350_,6.28
_16858_,6.28
_16950_,6.28
_17253_,6.28
_17957_,6.28
_19419_,6.28
_20225_,6.28
_20420_,6.28
_20459_,6.28
_20758_,6.28
_21028_,6.28
_22446_,6.28
_22621_,6.28
_23577_,6.28
_23644_,6.28
_24012_,6.28
net482,6.28
_06691_,6.27
_22694_,6.27
_00877_,6.26
_00990_,6.26
_01399_,6.26
_02303_,6.26
_02561_,6.26
_02979_,6.26
_03021_,6.26
_03276_,6.26
_03386_,6.26
_03468_,6.26
_04195_,6.26
_04322_,6.26
_05441_,6.26
_06371_,6.26
_06715_,6.26
_06824_,6.26
_06983_,6.26
_07100_,6.26
_07275_,6.26
_07535_,6.26
_08081_,6.26
_08684_,6.26
_09018_,6.26
_10242_,6.26
_10392_,6.26
_10602_,6.26
_11573_,6.26
_11789_,6.26
_13594_,6.26
_14920_,6.26
_15103_,6.26
_15152_,6.26
_15417_,6.26
_15826_,6.26
_16132_,6.26
_16308_,6.26
_16674_,6.26
_16871_,6.26
_17014_,6.26
_17299_,6.26
_17655_,6.26
_17986_,6.26
_18358_,6.26
_18523_,6.26
_20057_,6.26
_20132_,6.26
_20391_,6.26
_21265_,6.26
_22895_,6.26
_24455_,6.26
_24603_,6.26
_25261_,6.26
_04866_,6.24
_06907_,6.24
_11626_,6.24
_13822_,6.24
_16351_,6.24
_10774_,6.23
_25167_,6.23
net718,6.225
_10827_,6.205
_00454_,6.2
_02446_,6.2
_02465_,6.2
_02994_,6.2
_03462_,6.2
_03792_,6.2
_04262_,6.2
_04380_,6.2
_06852_,6.2
_06935_,6.2
_07383_,6.2
_08795_,6.2
_09920_,6.2
_10334_,6.2
_10867_,6.2
_12348_,6.2
_12716_,6.2
_13483_,6.2
_14583_,6.2
_14600_,6.2
_17837_,6.2
_19303_,6.2
_19459_,6.2
_19870_,6.2
_20325_,6.2
_20943_,6.2
_23450_,6.2
_24940_,6.2
net511,6.2
_00444_,6.18
_00734_,6.18
_01203_,6.18
_01352_,6.18
_02025_,6.18
_03074_,6.18
_03084_,6.18
_03141_,6.18
_03438_,6.18
_04373_,6.18
_04479_,6.18
_04554_,6.18
_05213_,6.18
_05411_,6.18
_05861_,6.18
_06045_,6.18
_06399_,6.18
_06451_,6.18
_06722_,6.18
_07200_,6.18
_08318_,6.18
_08527_,6.18
_08831_,6.18
_09166_,6.18
_10682_,6.18
_11719_,6.18
_12198_,6.18
_12405_,6.18
_12595_,6.18
_12948_,6.18
_13709_,6.18
_14299_,6.18
_14426_,6.18
_14485_,6.18
_15160_,6.18
_15681_,6.18
_15801_,6.18
_15822_,6.18
_16131_,6.18
_16819_,6.18
_17513_,6.18
_17713_,6.18
_17734_,6.18
_18615_,6.18
_18677_,6.18
_18763_,6.18
_19793_,6.18
_20585_,6.18
_21268_,6.18
_21588_,6.18
_21922_,6.18
_23406_,6.18
_23520_,6.18
_23589_,6.18
_24142_,6.18
_24385_,6.18
_24600_,6.18
_24678_,6.18
_24755_,6.18
_25321_,6.175
_00935_,6.16
_01467_,6.16
_02696_,6.16
_03513_,6.16
_07292_,6.16
_08174_,6.16
_09381_,6.16
_16369_,6.16
_18723_,6.16
_21110_,6.16
_23323_,6.16
_25156_,6.16
net491,6.16
_13141_,6.15
_17273_,6.145
_00939_,6.14
_01331_,6.14
_02353_,6.14
_02957_,6.14
_04618_,6.14
_04858_,6.14
_05816_,6.14
_07398_,6.14
_08117_,6.14
_08815_,6.14
_09388_,6.14
_09447_,6.14
_09743_,6.14
_09912_,6.14
_10134_,6.14
_11172_,6.14
_12023_,6.14
_12074_,6.14
_12140_,6.14
_12184_,6.14
_13548_,6.14
_13591_,6.14
_13695_,6.14
_14533_,6.14
_14836_,6.14
_14845_,6.14
_15099_,6.14
_15220_,6.14
_15524_,6.14
_15622_,6.14
_16531_,6.14
_16951_,6.14
_17421_,6.14
_17952_,6.14
_18063_,6.14
_18410_,6.14
_18944_,6.14
_19011_,6.14
_19150_,6.14
_19320_,6.14
_19650_,6.14
_20309_,6.14
_20633_,6.14
_20879_,6.14
_21832_,6.14
_22030_,6.14
_23368_,6.14
_23468_,6.14
_23617_,6.14
_25299_,6.14
net515,6.14
_13262_,6.135
_01643_,6.12
_03184_,6.12
_04221_,6.12
_00973_,6.09
_09275_,6.09
_00822_,6.08
_01465_,6.08
_07017_,6.08
_08806_,6.08
_09136_,6.08
_09684_,6.08
_12028_,6.08
_14291_,6.08
_14425_,6.08
_14568_,6.08
_15079_,6.08
_18468_,6.08
_20183_,6.08
_23099_,6.08
_23383_,6.08
net86,6.08
_06438_,6.07
_01753_,6.06
_02386_,6.06
_03044_,6.06
_03506_,6.06
_04169_,6.06
_04321_,6.06
_04982_,6.06
_05274_,6.06
_05338_,6.06
_05796_,6.06
_05972_,6.06
_06345_,6.06
_06730_,6.06
_06811_,6.06
_07601_,6.06
_07872_,6.06
_07958_,6.06
_08554_,6.06
_08693_,6.06
_10548_,6.06
_10789_,6.06
_11305_,6.06
_11430_,6.06
_11598_,6.06
_11933_,6.06
_12034_,6.06
_13022_,6.06
_13103_,6.06
_13544_,6.06
_14640_,6.06
_14712_,6.06
_14932_,6.06
_15032_,6.06
_17728_,6.06
_18028_,6.06
_18186_,6.06
_18506_,6.06
_19019_,6.06
_19674_,6.06
_20577_,6.06
_20826_,6.06
_21871_,6.06
_22040_,6.06
_22589_,6.06
_24439_,6.06
_25201_,6.06
net543,6.06
_01450_,6.04
_02576_,6.04
_03291_,6.04
_10534_,6.04
_14073_,6.04
_14145_,6.04
_14323_,6.04
_15203_,6.04
_16827_,6.04
_19843_,6.04
_20089_,6.04
_22398_,6.04
_24146_,6.04
delay_line\[38\]\[3\],6.04
_05744_,6.03
_18395_,6.03
_04476_,6.02
_05658_,6.02
_06137_,6.02
_06279_,6.02
_08148_,6.02
_08337_,6.02
_10820_,6.02
_12474_,6.02
_14039_,6.02
_14475_,6.02
_16107_,6.02
_18711_,6.02
_21319_,6.02
_23993_,6.02
_24120_,6.02
_10688_,6.01
net831,6.005
net1081,6.005
_04068_,5.98
_17694_,5.98
net584,5.98
net952,5.965
_00446_,5.96
_01145_,5.96
_05552_,5.96
_05993_,5.96
_07887_,5.96
_08783_,5.96
_12532_,5.96
_13040_,5.96
_15772_,5.96
_19043_,5.96
_21018_,5.96
net483,5.96
_00254_,5.94
_00697_,5.94
_01346_,5.94
_02300_,5.94
_02923_,5.94
_03748_,5.94
_04489_,5.94
_04567_,5.94
_05220_,5.94
_05266_,5.94
_05781_,5.94
_11950_,5.94
_13977_,5.94
_14465_,5.94
_15406_,5.94
_18607_,5.94
_19077_,5.94
_19226_,5.94
_20941_,5.94
_22686_,5.94
_24150_,5.94
_24576_,5.94
_25209_,5.94
_04293_,5.92
_04581_,5.92
_07874_,5.92
_14707_,5.92
